레저상품코드,레저상품명,시설도로명주소,시설위도,시설경도,레저메인썸네일URL,레저상세이미지URL,시설전화번호
10027638,[강원 춘천] 엘리시안 강촌 야외 수영장,대한민국 강원도 춘천시 남산면 북한강변길 688,37.82666015625,127.58031463623048,https://image6.yanolja.com/leisure/SsyxNOiOAyRTCMOT,[https://image6.yanolja.com/leisure/YBcCa4n8snx8OSHJ],033-260-2857
10027667,[Walk-in] 2023 워커힐 비키니 풀파티,대한민국 서울특별시 광진구 워커힐로 177,37.55517959594727,127.11073303222656,https://image6.yanolja.com/leisure/Z9F7DmFa3SloJ3pC,"[https://image6.yanolja.com/leisure/YsukB75fvf93OVOb, https://image6.yanolja.com/leisure/day5LHcPOEgjC4Cl, https://image6.yanolja.com/leisure/Uw5w5XzSKL0R7Uba, https://image6.yanolja.com/leisure/2cbLHes2ax1AVuk0, https://image6.yanolja.com/leisure/nj4BQhun5ycJ1IBx]",-
10027690,[양주] 2023 유수풀 물놀이장,대한민국 경기도 양주시 장흥면 권율로 594,37.758209228515625,126.96834564208984,https://image6.yanolja.com/leisure/tWRybUGH6mFMFIRi,[https://image6.yanolja.com/leisure/YbxlC5ftjUz7M1Ec],070-7789-0414
10027693,★특가★ 천안 오션어드벤처 미들시즌 (6/22~7/31),대한민국 충청남도 천안시 동남구 성남면 종합휴양지로 200,36.75718688964844,127.22412109375,https://image6.yanolja.com/leisure/RCRJ7bLhGRoU5Qij,"[https://image6.yanolja.com/leisure/WZUC65mb7kIRPSBG, https://image6.yanolja.com/leisure/eh2BwSjpiO3fmU4G, https://image6.yanolja.com/leisure/KmDIpiz0gJizIP9n, https://image6.yanolja.com/leisure/7W2IPC4y9w2b8NeT, https://image6.yanolja.com/leisure/xGnGRdkEEYV0vWS1]",1588-4888
10027741,[제주] 다이나믹메이즈 이용권,대한민국 제주특별자치도 서귀포시 표선면 번영로 2644,33.39914321899414,126.78510284423828,https://image6.yanolja.com/leisure/foKqagenNWZtXLdN,"[https://image6.yanolja.com/leisure/q7dAPVKxi8OOItlt, https://image6.yanolja.com/leisure/YUeKl9iyziRoyuEh, https://image6.yanolja.com/leisure/ZGV5ecmOYZuZ1Mou, https://image6.yanolja.com/leisure/1l6hHxNbvMzsD3JN, https://image6.yanolja.com/leisure/ysQXTBPOd9c0PKWX, https://image6.yanolja.com/leisure/vHV2MQVTWu0gdeGo]",064-787-8774
10027800,[강원 고성] 소노캄 델피노 오션플레이 골드시즌 종일권 소노,대한민국 강원도 고성군 토성면 미시령옛길 1153,38.21009063720703,128.49781799316406,https://image6.yanolja.com/leisure/4OGpHeGygfAIPtge,"[https://image6.yanolja.com/leisure/erEYT5Nactfr3uMz, https://image6.yanolja.com/leisure/aO6B9okrF7Gs2TCG, https://image6.yanolja.com/leisure/vYDvKgOztS8RHEZQ, https://image6.yanolja.com/leisure/C4z9HSw5zUW29yuu, https://image6.yanolja.com/leisure/hgkc1LPURqT4HdJC]",1588-4888
10027835,[충남] 소노 천안 오션어드벤처 하이시즌 (6/24~7/14),대한민국 충청남도 천안시 동남구 성남면 종합휴양지로 200,36.75709915161133,127.2235336303711,https://image6.yanolja.com/leisure/1HiBzLKatK19WTBK,"[https://image6.yanolja.com/leisure/rcJ0M0h6VNoeNRWt, https://image6.yanolja.com/leisure/IM3MRy7dtjvsMb4E, https://image6.yanolja.com/leisure/bnQ42fPOmvE1U3xi, https://image6.yanolja.com/leisure/TtoDO28cF0Cnjn5B, https://image6.yanolja.com/leisure/EUmAHNRjua87nklp]",1588-4888
10027847,[특가] 일산 원마운트 워터파크,대한민국 경기도 고양시 일산서구 한류월드로 300,37.664459228515625,126.75448608398438,https://image6.yanolja.com/leisure/WXKLEaNxVXqxYmDO,[https://image6.yanolja.com/leisure/NRlFicSzLFqBH5Hw],1566-2232
10027890,아쿠아플라넷 여수 입장권&종합권,대한민국 전라남도 여수시 오동도로 61-11,34.746219635009766,127.7487335205078,https://image6.yanolja.com/leisure/XTVuSOGrOeaAb5HB,"[https://image6.yanolja.com/leisure/V823ZMusBmjNBR8o, https://image6.yanolja.com/leisure/GlURNVT8yOPnYyeN, https://image6.yanolja.com/leisure/3GKyWkYa6UkV6jDf, https://image6.yanolja.com/leisure/uB2134ed9TwNkqKM, https://image6.yanolja.com/leisure/y1vMH1mQtQWY5XBp]",1833-7001
10027929,[대전 동구] 미스터힐링 CGV 대전터미널점,대한민국 대전광역시 동구 동서대로1695번길 30,36.35150146484375,127.43753814697266,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",042-622-1231
10027952,[서울 잠실] 롯데월드 아쿠아리움 X 서울스카이 특가,대한민국 서울특별시 송파구 올림픽로 300,37.51309967041016,127.10343170166016,https://image6.yanolja.com/leisure/eBQKg3QaaOSoI8su,"[https://image6.yanolja.com/leisure/9BWvFLiZls8v6Bwe, https://image6.yanolja.com/leisure/j8HpgGFSaDHy1wLU, https://image6.yanolja.com/leisure/h5VlcF9dWC61B9Wg, https://image6.yanolja.com/leisure/86rFU3xql2a7jxpu, https://image6.yanolja.com/leisure/vsYWaSlWxTmVkAgp]",02-1661-2000
10028003,[부산 해운대] 부산 요트투어 카카오요트 (광안리/ 더베이101),대한민국 부산광역시 해운대구 해운대해변로 84,35.160587310791016,129.13995361328125,https://image6.yanolja.com/leisure/S5sNbTlHCh3dCSEv,"[https://image6.yanolja.com/leisure/S5sNbTlHCh3dCSEv, https://image6.yanolja.com/leisure/lP4jmAspBlrqB5O9, https://image6.yanolja.com/leisure/Innv2WxNF41nZmLy, https://image6.yanolja.com/leisure/vO31KXExzPstygQv]",1666-6634
10028006,[제주] 얼리블랙라이딩라운지 음료이용권,대한민국 제주특별자치도 서귀포시 말질로 322,33.22660446166992,126.47146606445312,https://image6.yanolja.com/leisure/YPr9ofn87xpjJCxm,"[https://image6.yanolja.com/leisure/5LY5ZcSFMtbVljwy, https://image6.yanolja.com/leisure/1cL7lThOn9Z3vXZ6, https://image6.yanolja.com/leisure/biX15zfBEdelG1Il, https://image6.yanolja.com/leisure/JkVMM2jcACWBzhNe, https://image6.yanolja.com/leisure/NXAPTmW2MjS3OIjf]",064-739-9968
10028014,[인천 논현] 미스터힐링 인천 논현점,대한민국 인천광역시 남동구 논현동 649-3,37.4000129699707,126.7243194580078,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6]",032-446-1697
10028042,[서울 구로] 미스터힐링 구로디지털점,대한민국 서울특별시 구로구 디지털로 300 1256,37.48337936401367,126.89411163330078,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-6344-3322
10028080,[부산 중구] 미스터힐링 남포동점,대한민국 부산광역시 중구 구덕로 54-1,35.09838104248047,129.0297088623047,https://image6.yanolja.com/leisure/gFt76vUZmNzTITA5,"[https://image6.yanolja.com/leisure/y0Gq9V9NHB8QFhLl, https://image6.yanolja.com/leisure/0HSOzkmZ0ph8I5Ql, https://image6.yanolja.com/leisure/CUonRPvGrZCyUddt, https://image6.yanolja.com/leisure/4Xjd7XZohF7Hf5Qf, https://image6.yanolja.com/leisure/HCmQxzNhEogJPUHp]",051-254-5880
10028104,[서울 종로] 미스터힐링 종각역점,대한민국 서울특별시 종로구 종로2가 102-1,37.5699348449707,126.98436737060548,https://image6.yanolja.com/leisure/gFt76vUZmNzTITA5,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-723-5599
10028239,[대구 중구] 미스터힐링 동성로점,대한민국 대구광역시 중구 동성로5길 43,35.86771774291992,128.596923828125,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",053-426-0502
10028244,[경북] 청도용암온천 가족탕,대한민국 경상북도 청도군 화양읍 온천길 23,35.68889617919922,128.7191162109375,https://image6.yanolja.com/leisure/IFdEommiuKecECSB,[https://image6.yanolja.com/leisure/IFdEommiuKecECSB],054-371-5500
10028248,[강원 동해] 동해보양온천 이용권 (7/1~9/10),대한민국 강원도 동해시 망상동 396-18,37.59249877929688,129.08694458007812,https://image6.yanolja.com/leisure/pIVCLzCAWG5MIfPd,"[https://image6.yanolja.com/leisure/vhvpDMOZ9WB92yUP, https://image6.yanolja.com/leisure/2sbGCrzszsiQrZab]",033-530-0700
10028252,[가평] 핫클라스 가평빠지 k2 (가평최대높이 슬라이드와 최대규모 워터파크),대한민국 경기도 가평군 가평읍 읍내리 316-4,37.82949447631836,127.52234649658205,https://image6.yanolja.com/leisure/uF7ViKGo3mVUc1uz,[https://image6.yanolja.com/leisure/uF7ViKGo3mVUc1uz],010-4840-9662
10028259,[경기 파주] 파주 DMZ 케이블카 (~23/08/31),대한민국 경기도 파주시 문산읍 임진각로 148-73,37.89142990112305,126.74036407470705,https://image6.yanolja.com/leisure/YRE4BIL5js6aIIza,"[https://image6.yanolja.com/leisure/yBTiAIDZhTxnP9VW, https://image6.yanolja.com/leisure/3MgNDTIHhICqhmHU, https://image6.yanolja.com/leisure/tH0oiwOKE6eoCa3h, https://image6.yanolja.com/leisure/V68GjbIlc94SkFjT, https://image6.yanolja.com/leisure/kKdgwu4kUshu3i5N]",031-952-6388
10028269,[서울 중구] 미스터힐링 명동역 본점,대한민국 서울특별시 중구 명동10길 36,37.5622444152832,126.98543548583984,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-3789-4690
10028296,[대구] 이월드 연간회원 하프권,대한민국 대구광역시 달서구 두류동 산302-11,35.85402297973633,128.56341552734375,https://image6.yanolja.com/leisure/xoyXwKSEkqr85l4H,"[https://image6.yanolja.com/leisure/1j4P01pvutWSMaDQ, https://image6.yanolja.com/leisure/l01ZK8nM54YyyZx9, https://image6.yanolja.com/leisure/6Ey0FYuodDlWO2RU, https://image6.yanolja.com/leisure/Lm76klBg1CTXwbzM, https://image6.yanolja.com/leisure/cWO3Uo2FYNolUwlL]",053-620-0001
10028345,[제주] 헬로키티아일랜드+노형수퍼마켙,대한민국 제주특별자치도 서귀포시 안덕면 한창로 340,33.29009246826172,126.35208892822266,https://image6.yanolja.com/leisure/82Cjk17aWT6Rl0bZ,[https://image6.yanolja.com/leisure/Frz4ftr8SDyOyMud],064-792-6114
10028350,[광주] 아쿠아시티 스파 워터파크,대한민국 광주광역시 북구 서하로 82,35.187103271484375,126.8895492553711,https://image6.yanolja.com/leisure/juurS3rM9QohNXeG,"[https://image6.yanolja.com/leisure/tMpM45eBS11qnZ5V, https://image6.yanolja.com/leisure/9S9P2uHzfG1somZX, https://image6.yanolja.com/leisure/3gPgggoyauc0y5DY, https://image6.yanolja.com/leisure/w67c9QW10EAtuNRV, https://image6.yanolja.com/leisure/OR3ssZYrgcirWMRA, https://image6.yanolja.com/leisure/laNIIJvgSdrRCjl1]",-
10028355,[서울 서대문] 미스터힐링 신촌점,대한민국 서울특별시 서대문구 신촌로 119,37.556190490722656,126.93903350830078,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-2138-1187
10028357,[부산 금정] 미스터힐링 부산대역점,대한민국 부산광역시 금정구 부산대학로 29,35.23078918457031,129.0880126953125,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",051-517-3211
10028382,[서울 은평] 미스터힐링 연신내점,대한민국 서울특별시 은평구 연서로29길 7-2,37.61871337890625,126.9191665649414,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-356-9811
10028392,[경기 용인] 미스터힐링 용인죽전점,대한민국 경기도 용인시 기흥구 죽전로 29,37.32076644897461,127.11209106445312,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",031-898-3033
10028397,[서울 용산] 미스터힐링 숙대입구역점,대한민국 서울특별시 용산구 한강대로 286-2,37.54390335083008,126.9726333618164,https://image6.yanolja.com/leisure/v1qYlvOnh7uKzhki,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-790-9511
10028630,[인천 중구] 파라다이스시티 원더박스 7월,대한민국 인천광역시 중구 영종해안남로321번길 186,37.43692398071289,126.4565200805664,https://image6.yanolja.com/leisure/zW7vXMijBEiUeVag,"[https://image6.yanolja.com/leisure/twTofF3abaRV28X5, https://image6.yanolja.com/leisure/fayCNsPctPUC13ki, https://image6.yanolja.com/leisure/el4lVzRacxr5Ct6T, https://image6.yanolja.com/leisure/injd9AYhusEv3GU1, https://image6.yanolja.com/leisure/jACTWfsuXvBr6uYJ]",032-729-7500
10028692,★특가★ 롯데월드 어드벤처,대한민국 서울특별시 송파구 올림픽로 240,37.51111602783203,127.0981674194336,https://image6.yanolja.com/leisure/T3AA3Sm7UeZwsUcQ,"[https://image6.yanolja.com/leisure/9zZDP4vWjhSOuRea, https://image6.yanolja.com/leisure/iFnvYu859Vigxg9r, https://image6.yanolja.com/leisure/68NqtvYizFGlKp9C, https://image6.yanolja.com/leisure/lrM3qTsutJmsBXjQ, https://image6.yanolja.com/leisure/CEOvUfZjLCx5nl62]",02-1661-2000
10028697,[강원 양양] 기사문 38서프,대한민국 강원도 양양군 현북면 기사문리 138-36,38.00667572021485,128.7301025390625,https://image6.yanolja.com/leisure/n4qTj1tXG7ql7Im3,[https://image6.yanolja.com/leisure/n4qTj1tXG7ql7Im3],010-3649-1034
10028720,[서울 동작] 미스터힐링 이수역점,대한민국 서울특별시 동작구 동작대로27길 9,37.48744583129883,126.98136138916016,https://image6.yanolja.com/leisure/gFt76vUZmNzTITA5,"[https://image6.yanolja.com/leisure/2NuGVRzyoMTO3feU, https://image6.yanolja.com/leisure/gavTJIW4WGFeTnLu, https://image6.yanolja.com/leisure/b86cqCYtxrGn3glP, https://image6.yanolja.com/leisure/L8JjyPhPm1DGjln6, https://image6.yanolja.com/leisure/sx63s2cFwDDGQoh3]",02-536-6696
10028727,[경기 고양] 미스터힐링 일산풍동점,대한민국 경기도 고양시 일산동구 숲속마을로 50-58,37.6677131652832,126.79940032958984,https://image6.yanolja.com/leisure/gFt76vUZmNzTITA5,"[https://image6.yanolja.com/leisure/y0Gq9V9NHB8QFhLl, https://image6.yanolja.com/leisure/0HSOzkmZ0ph8I5Ql, https://image6.yanolja.com/leisure/CUonRPvGrZCyUddt, https://image6.yanolja.com/leisure/4Xjd7XZohF7Hf5Qf, https://image6.yanolja.com/leisure/HCmQxzNhEogJPUHp]",031-909-1001
10028731,[부산 해운대] 부산 요트투어 요트캡틴 15억 명품 요트투어,대한민국 부산광역시 해운대구 해운대해변로 84,35.160587310791016,129.13995361328125,https://image6.yanolja.com/leisure/eLCKBDObccIuzzQp,"[https://image6.yanolja.com/leisure/eLCKBDObccIuzzQp, https://image6.yanolja.com/leisure/j3WgkFL4AageHYMb, https://image6.yanolja.com/leisure/Zo97dYo7Nv2kddWW, https://image6.yanolja.com/leisure/qjkemUrrmjqllOrU, https://image6.yanolja.com/leisure/7t7vMuBWdRTBuXd1]",010-8384-8673
10028749,[서울] 다시 보다 : 한국근현대미술전,대한민국 서울특별시 송파구 위례성대로 51,37.51736831665039,127.11639404296876,https://image6.yanolja.com/leisure/E1ERhrBbE12hz2i8,"[https://image6.yanolja.com/leisure/8CIBCDeKqR5f5N9s, https://image6.yanolja.com/leisure/WPakJ1KZg3BLUIuz, https://image6.yanolja.com/leisure/fKpmIvnvGhzJr5YR, https://image6.yanolja.com/leisure/UqgyAs37nG9vAnnb, https://image6.yanolja.com/leisure/2hNQjn3M36OcvWPs]",02-724-6017
10028768,[부산 해운대] 부산 요트투어 요트스타 프라이빗 투어,대한민국 부산광역시 해운대구 해운대해변로 84,35.160587310791016,129.13995361328125,https://image6.yanolja.com/leisure/MlJGvn85gTttHICb,[https://image6.yanolja.com/leisure/MlJGvn85gTttHICb],010-4519-5556
10028893,[경기 시흥] 거북섬 웨이브파크 스쿠버다이빙 (~7/31),대한민국 경기도 시흥시 거북섬둘레길 42,37.32283782958984,126.6800537109375,https://image6.yanolja.com/leisure/bNlyyD4sYFX0kL8N,"[https://image6.yanolja.com/leisure/lCJ4kC5q53dsy4nv, https://image6.yanolja.com/leisure/8VvUO9ZqXRZIPMYj, https://image6.yanolja.com/leisure/5pwVRNbeUUNkB07c, https://image6.yanolja.com/leisure/JXOMhqahsWNi39td, https://image6.yanolja.com/leisure/YALf49bgDiKorOIp]",031-420-9758
10028896,[대구] 이월드 자유이용권 7월,대한민국 대구광역시 달서구 두류동 산302-11,35.85402297973633,128.56341552734375,https://image6.yanolja.com/leisure/sC6P94K4NQaoAxof,"[https://image6.yanolja.com/leisure/zblerF4JCgd3g93S, https://image6.yanolja.com/leisure/me4z30mhPWDReK2A, https://image6.yanolja.com/leisure/NZVafwGCpbOq6tpF, https://image6.yanolja.com/leisure/pFWMfKheGr3zue39, https://image6.yanolja.com/leisure/CRhMiVpsnLcAUibu]",053-620-0001
10028917,[서울/부산] 키자니아 잠실/해운대 이용권 츄특가 (~7/31),대한민국 서울특별시 송파구 올림픽로 240,37.51123428344727,127.09803009033205,https://image6.yanolja.com/leisure/SArdUHd5g0NtOPrM,[https://image6.yanolja.com/leisure/sb8ApobEhatKnZ59],1544-5110
10028943,[특가] 해운대 부산요트투어 더요트,대한민국 부산광역시 해운대구 해운대해변로 84,35.160587310791016,129.13995361328125,https://image6.yanolja.com/leisure/RiesxqGvNVee2Had,"[https://image6.yanolja.com/leisure/seUfrutzkvCkN6Jn, https://image6.yanolja.com/leisure/3EMgrB2fwKeFuWOt, https://image6.yanolja.com/leisure/vcUPtYBcL8NlPki5, https://image6.yanolja.com/leisure/0ktmZUFDfmSpDwSu, https://image6.yanolja.com/leisure/XbgXg0FV9WgDrx26]",1522-5832
10028999,[강원 강릉] 스카이베이호텔 경포 인피니티풀+실내수영장+사우나 입장권,대한민국 강원도 강릉시 해안로 476,37.804012298583984,128.90806579589844,https://image6.yanolja.com/leisure/AL2aknzVWa62HBqg,[https://image6.yanolja.com/leisure/AL2aknzVWa62HBqg],033-923-2040
10029059,[강원 강릉] 스카이베이호텔 경포 미드나잇 스플래쉬,대한민국 강원도 강릉시 해안로 476,37.804012298583984,128.90806579589844,https://image6.yanolja.com/leisure/iLFYUlVNjEaTvZY1,[https://image6.yanolja.com/leisure/iLFYUlVNjEaTvZY1],033-923-2040
10029203,[여의도] 아쿠아플라넷 63 이용권 7월 63빌딩,대한민국 서울특별시 영등포구 여의도동 60,37.51946640014648,126.93983459472656,https://image6.yanolja.com/leisure/GweSXO7apENoyRNI,"[https://image6.yanolja.com/leisure/ruboUye5bPmr1vJm, https://image6.yanolja.com/leisure/xgBFye5GdZ5QtXwe, https://image6.yanolja.com/leisure/iYFEsgeE7rvFiImB, https://image6.yanolja.com/leisure/clnmJnM09YjHJnbU, https://image6.yanolja.com/leisure/hg8ZkDVRIEJaB9QO]",1833-7001
10029210,맥스달튼 전시전 EP.2 영화의 순간들,대한민국 서울특별시 영등포구 여의도동 60,37.51946640014648,126.93983459472656,https://image6.yanolja.com/leisure/s3Q05DfTP5xqrh2y,"[https://image6.yanolja.com/leisure/bpOPDRCNXorEmWC2, https://image6.yanolja.com/leisure/AC7tXJXDZwhrLxqz, https://image6.yanolja.com/leisure/gaJE4CfMMB8U0Z0F, https://image6.yanolja.com/leisure/vwZxclU9LUUFKt9W, https://image6.yanolja.com/leisure/OUeCsWc7ceL7nDxj]",1833-7001
10029357,롯데월드 어드벤처 종합이용권 7월,대한민국 서울특별시 송파구 올림픽로 240,37.51111602783203,127.0981674194336,https://image6.yanolja.com/leisure/d23kgfHzVsUswZ6r,"[https://image6.yanolja.com/leisure/Dajpcn8McQN3rTFT, https://image6.yanolja.com/leisure/zFi3FSD23bSnx7tY, https://image6.yanolja.com/leisure/2bq7HAvcMeIQO26p, https://image6.yanolja.com/leisure/IiVxeYchkzI3DalB, https://image6.yanolja.com/leisure/M6HO1lIeI9dWnctH]",02-1661-2000
10029370,[제주] 비바제트보트,대한민국 제주특별자치도 서귀포시 중문관광로 154-17,33.24443435668945,126.41619110107422,https://image6.yanolja.com/leisure/7wQXT3uXSDOWMmRR,"[https://image6.yanolja.com/leisure/pMSNBqRw5YEdvoRb, https://image6.yanolja.com/leisure/zfMJpOPhQDiC2H84, https://image6.yanolja.com/leisure/mItKFcVhpkXOTo3K, https://image6.yanolja.com/leisure/2IL74S8HglSZ0eFD, https://image6.yanolja.com/leisure/uVLHPNo8U7cPZNMB]",1544-2988
10029393,[서울 서대문구] 숲속 한방랜드 이용권 (~9월30일),대한민국 서울특별시 서대문구 봉원동 51,37.57025146484375,126.9457015991211,https://image6.yanolja.com/leisure/d5OT9L4E7oQ9ODob,[https://image6.yanolja.com/leisure/PYvaicsYVuWyrHyW],02-365-2700
10029396,[용인] 로만바스 평일 온천 이용권 (~7/21),대한민국 경기도 용인시 처인구,37.23443984985352,127.20134735107422,https://image6.yanolja.com/leisure/qKU4DhB62efeDbDf,[https://image6.yanolja.com/leisure/XQLjQRFYybJgpMZX],031-335-1118
10029400,[용인] 세라젬 웰파크 기흥점,대한민국 경기도 용인시 기흥구 신고매로 59,37.22372055053711,127.11486053466795,https://image6.yanolja.com/leisure/UnV7KdebYUhftr9h,[https://image6.yanolja.com/leisure/PDjyZB5kb8Sgd3ix],070-4445-8864
10029421,아쿠아플라넷 일산 이용권 7월,대한민국 경기도 고양시 일산서구 한류월드로,37.66781234741211,126.744384765625,https://image6.yanolja.com/leisure/d9jpSkOUyXmlLB8b,"[https://image6.yanolja.com/leisure/LmH80IE1tpK1dr6X, https://image6.yanolja.com/leisure/ow5lQpG1t74ngCu5, https://image6.yanolja.com/leisure/iDLGQKixUtquo78j, https://image6.yanolja.com/leisure/VcIHozvmFkwsawtd, https://image6.yanolja.com/leisure/muCaRwyXvKdXjYVO]",1833-7001
10029438,[평창] 알펜시아 오션700 하계시즌 종일권(7/15~8/19),대한민국 강원도 평창군 대관령면 솔봉로 325,37.65414810180664,128.65281677246094,https://image6.yanolja.com/leisure/L5O9GNZwJDJYbkmy,[https://image6.yanolja.com/leisure/O2BXLd3R3i9i8I72],033-339-0000
10029448,[서울 잠실] 롯데월드 아쿠아리움 별밤 나이트 입장권 7월,대한민국 서울특별시 송파구 올림픽로 300,37.51309967041016,127.10343170166016,https://image6.yanolja.com/leisure/W8EjLEtlbDvDAzJZ,"[https://image6.yanolja.com/leisure/RgOOOxTyjtmWOnsa, https://image6.yanolja.com/leisure/g10xHOYDxMkSzt8M, https://image6.yanolja.com/leisure/nvVZujFsZdvfeeKR, https://image6.yanolja.com/leisure/hvba87rXNmcRUGgZ, https://image6.yanolja.com/leisure/jKgnqLR8Z228p325]",02-1661-2000
10029497,[서울 잠실] 롯데월드 아쿠아리움+서울스카이PKG 7월,대한민국 서울특별시 송파구 올림픽로 300,37.51309967041016,127.10343170166016,https://image6.yanolja.com/leisure/9oiyk481qPEMxi83,"[https://image6.yanolja.com/leisure/z9qFDO0WzcvRbuoS, https://image6.yanolja.com/leisure/lz7T6hnCEDh6mDcd, https://image6.yanolja.com/leisure/dl1gu6rwA4Iiv4Eh, https://image6.yanolja.com/leisure/F3pmbdyTp3tP2TAx]",02-1661-2000
10029560,아쿠아플라넷 광교 이용권 7월,대한민국 경기도 수원시 영통구 하동 775-5,37.2844352722168,127.0583953857422,https://image6.yanolja.com/leisure/30RbZRlGLdGiO8f0,"[https://image6.yanolja.com/leisure/TqEraSWM8jKGhfdB, https://image6.yanolja.com/leisure/HXpHE76eM3JbTDYV, https://image6.yanolja.com/leisure/eINwHcJCEmQdrEoN, https://image6.yanolja.com/leisure/10zKehAzl5FRIlbP, https://image6.yanolja.com/leisure/cE3wAPc3MOmCxkYR]",1833-7001
10029573,[서울 잠실] 롯데월드 아쿠아리움 포토 패키지 7월,대한민국 서울특별시 송파구 올림픽로 300,37.51309967041016,127.10343170166016,https://image6.yanolja.com/leisure/YLzGMQRiCP7bCXQE,"[https://image6.yanolja.com/leisure/8MnMBBt86O2PsAdD, https://image6.yanolja.com/leisure/KYLyH1DNaWv2zQt8, https://image6.yanolja.com/leisure/AHaYEt2nNgDQ83Oy, https://image6.yanolja.com/leisure/M4dg2AbPUpkwHOrE, https://image6.yanolja.com/leisure/0p7j8QSuSw1DJPDm]",02-1661-2000
10029578,[강남] 서울국제아웃도어캠핑&레포츠페스티벌 GOCAF,대한민국 서울특별시 강남구 남부순환로 3104,37.49578857421875,127.07179260253906,https://image6.yanolja.com/leisure/vfIieseGSg52sZ7E,[https://image6.yanolja.com/leisure/vfIieseGSg52sZ7E],02-6121-6388
